"State","Response","Coverage","Education","EmploymentStatus","Gender","Location_Code","Marital_Status","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Vehicle_Class","Vehicle_Size","Customer_Lifetime_Value","Income","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Total_Claim_Amount"
3,0,3,2,5,1,2,2,3,9,1,2,1,2,-0.363540825014077,-1.23954898274596,-0.645760045126984,-1.20090262103666,-0.36066068763067,-0.422226443611693,0.0141535875361788,-0.3211317205921
4,1,2,4,2,1,3,1,3,9,2,1,1,2,0.360935317464836,0.771912229372963,-0.12262539420426,0.685279852857202,1.61024227815873,-0.422226443611693,-0.404224627853653,-1.32405354822946
1,0,3,3,2,2,1,1,3,9,3,3,5,1,0.072237204758357,1.98636633392765,0.400509256718463,-1.10162985925278,-0.073983892606757,-0.422226443611693,1.68766644909551,0.0527361027392933
5,0,3,5,5,1,2,2,3,9,1,3,1,2,0.0612893018882418,-1.23954898274596,-0.558570936639863,1.4794619471283,-0.396495287008659,-0.422226443611693,-0.404224627853653,0.0894849895769447
1,1,2,5,1,1,2,2,3,7,1,1,6,1,-0.218534493476698,-0.51271984376583,-0.267940575016128,-1.39944814460444,-1.39986406959236,-0.422226443611693,1.26928823370567,0.0605215460620886
3,0,2,5,2,2,1,2,3,7,3,1,3,1,5.64698959398693,1.49271764966131,4.12057788550227,-0.704538812117225,0.46353509806308,0.676211703910153,-0.404224627853653,2.17198244506834
1,1,3,4,2,1,2,1,2,6,2,3,1,2,-0.461394982874207,0.0347473107795973,-0.791075225938851,1.57873470891219,0.750211893086993,3.97152614647569,1.26928823370567,-0.403747873485663
4,0,3,4,3,1,2,2,3,8,4,4,1,2,-0.790225930971238,-0.294845559498383,-0.732949153614104,-1.30017538282055,0.606873495575037,2.87308799895384,-0.822602843243485,-0.370701412328238
2,0,3,2,2,1,3,2,3,9,1,1,5,2,4.23618923914171,0.786527153412054,0.633013546017451,-1.39944814460444,1.68191147691471,-0.422226443611693,-0.404224627853653,-1.4521026299668
3,0,3,4,2,2,2,1,3,9,1,3,5,2,-0.528855649612941,0.627408813761225,0.574887473692704,-0.803811573901113,1.68191147691471,0.676211703910153,-0.822602843243485,0.372843963713826
4,0,3,1,2,2,3,3,2,6,4,1,1,1,1.27949890992358,0.958482926340464,-0.645760045126984,-0.406720526765562,-0.109818491984746,-0.422226443611693,-0.404224627853653,-1.04055199926672
2,0,3,5,2,2,1,2,2,6,1,1,6,2,-0.00239181988968963,0.678429381915711,-0.762012189776478,-0.307447764981674,1.21606168500085,-0.422226443611693,-0.404224627853653,-0.707219922161467
2,0,3,4,5,2,2,3,3,9,4,1,1,2,-0.834685837408353,-1.23954898274596,-0.732949153614104,0.685279852857202,-0.181487690740724,-0.422226443611693,-0.822602843243485,0.371525210257942
2,0,3,1,3,2,1,2,3,7,1,1,1,2,-0.438579931787467,-0.824537806428699,-0.791075225938851,0.78455261464109,0.857715691220961,0.676211703910153,0.0141535875361788,-0.754637246247326
2,0,3,2,2,2,1,2,3,9,2,1,1,2,-0.739780753267528,0.850615570313205,-0.587633972802237,0.586007091073315,1.10855788686688,-0.422226443611693,-0.822602843243485,-0.533991911500093
4,0,2,5,2,2,1,2,2,5,1,1,1,2,-0.057014878007955,-0.0464247673294109,0.0808158589323542,1.97582575604774,-0.683172082032572,-0.422226443611693,1.68766644909551,-0.359951474245201
2,0,3,2,2,1,3,2,3,9,2,2,1,2,-0.316917624577159,-0.244549154246735,-0.587633972802237,1.28091642356053,-0.145653091362735,-0.422226443611693,0.850910018315843,-0.93198988555361
4,0,3,4,5,1,2,3,3,8,1,3,6,2,-0.786541227092092,-1.23954898274596,-0.558570936639863,0.387461567505539,-1.5790370664823,-0.422226443611693,-0.822602843243485,0.231956311162794
2,0,1,5,5,1,2,3,3,9,1,2,1,3,0.070808839707114,-1.23954898274596,0.662076582179825,-1.20090262103666,1.75358067567069,-0.422226443611693,0.0141535875361788,2.6128290699527
1,0,2,3,2,1,2,2,3,8,4,4,4,1,0.2581576917719,2.03116568441685,0.807391762991692,-1.20090262103666,-0.396495287008659,-0.422226443611693,0.850910018315843,0.505029808343526
2,1,3,3,4,2,2,2,3,8,1,2,1,2,2.13268303392818,-0.460580114761504,-0.762012189776478,0.387461567505539,0.0693545049051996,-0.422226443611693,-0.404224627853653,-0.100762602625047
1,0,2,4,5,1,2,3,2,6,1,2,1,3,0.29094695957837,-1.23954898274596,0.0226897866076072,-0.803811573901113,-1.5790370664823,-0.422226443611693,-0.404224627853653,1.284268274655
4,0,3,5,2,2,1,2,2,6,4,1,6,2,-0.455855165897963,1.03981958692739,-0.936390406750719,-0.307447764981674,0.571038896197048,0.676211703910153,0.0141535875361788,-0.71451491125027
1,0,2,4,2,1,3,2,2,5,1,1,1,3,-0.081520664033668,0.60532184522467,-0.0354362857171398,1.08237089999275,-0.683172082032572,-0.422226443611693,0.850910018315843,-1.20948397686231
4,0,3,4,2,2,1,2,3,7,3,3,6,2,-0.326566706886812,-0.287636846965588,-0.587633972802237,-0.406720526765562,1.00105408873292,-0.422226443611693,0.850910018315843,-0.778866433082731
4,0,3,1,5,1,1,2,3,8,1,1,1,3,-0.383957769030721,-1.23954898274596,-0.674823081289357,-1.00235709746889,-0.683172082032572,-0.422226443611693,0.432531802926011,-0.726040139966098
4,0,2,4,5,1,1,2,3,8,2,1,1,2,-0.254034471922722,-1.23954898274596,-0.297003611178501,-0.704538812117225,1.0727232874889,-0.422226443611693,0.432531802926011,-0.61943673819854
1,0,3,5,2,2,3,2,3,8,4,2,6,3,-0.0555030621194088,1.06131405854344,-0.849201298263598,0.78455261464109,0.714377293709004,-0.422226443611693,-0.404224627853653,-1.37734481193926
2,1,1,5,2,2,2,1,3,9,1,1,3,2,0.430655029055,0.593471906814595,5.31216236815959,1.77728023247997,1.53857307940275,-0.422226443611693,-0.822602843243485,3.06613054804397
4,0,2,3,2,1,3,2,3,7,4,1,1,2,-0.0839904100675978,1.33761512247167,-0.0354362857171398,-0.903084335685,-0.468164485764638,-0.422226443611693,0.0141535875361788,-0.870705619206231
5,0,3,1,2,2,3,2,3,9,2,1,1,2,-0.444374732209983,0.3041029941397,-0.907327370588345,-0.605266050333337,-0.539833684520616,0.676211703910153,0.432531802926011,-1.3851337354675
1,0,3,3,5,2,2,2,3,8,1,2,6,1,-0.486075770743698,-1.23954898274596,-0.907327370588345,1.08237089999275,0.499369697441069,-0.422226443611693,0.0141535875361788,-0.469840795800513
2,0,1,5,5,1,2,3,3,9,1,1,5,2,-0.288619902613877,-1.23954898274596,2.17335446262325,-0.406720526765562,-0.073983892606757,-0.422226443611693,-0.822602843243485,3.58892178730778
3,0,3,5,5,2,2,3,3,8,1,4,4,2,-0.717633275259494,-1.23954898274596,0.313320148231342,0.983098138208865,-0.539833684520616,2.87308799895384,-0.822602843243485,1.08334287859846
4,0,2,4,2,1,2,1,2,5,3,4,5,3,-0.444166563130819,-0.535629724691974,0.981769979965933,-0.108902241413899,-0.396495287008659,-0.422226443611693,-0.822602843243485,0.604169191815801
2,0,2,2,2,2,2,3,3,7,2,4,6,2,-0.0326666003655858,1.62839944445666,0.109878895094728,1.08237089999275,-0.109818491984746,-0.422226443611693,0.0141535875361788,0.211786448345775
3,0,3,4,2,1,1,2,3,8,2,1,1,2,-0.00176996468041704,-0.0731858782388284,-0.791075225938851,0.387461567505539,-0.79067588016654,-0.422226443611693,-0.404224627853653,-0.471727996581061
2,1,3,2,2,1,2,3,2,6,2,2,5,3,-0.558036850926731,-0.269763189863726,0.400509256718463,1.28091642356053,-0.898179678300507,0.676211703910153,-0.822602843243485,0.273704580241551
3,0,1,4,2,1,2,3,3,9,1,1,1,1,2.21559715206594,0.513023991608425,0.255194075906595,1.08237089999275,1.7177460762927,2.87308799895384,-0.404224627853653,0.191088427347988
2,0,2,5,2,2,2,2,3,8,4,2,5,2,-0.372454598952628,-0.548105076518135,1.33052641391442,-0.108902241413899,-1.39986406959236,0.676211703910153,-0.822602843243485,0.802447958760352
2,0,3,4,5,1,2,3,3,9,1,1,6,2,-0.50159485918625,-1.23954898274596,-0.820138262101225,0.883825376424978,1.61024227815873,-0.422226443611693,2.52442287987517,-0.420271104064375
4,1,3,3,2,2,2,3,2,6,1,1,1,2,-0.36046271925001,-0.0516584901271936,-0.61669700896461,0.0896432821538763,-0.611502883276594,-0.422226443611693,2.52442287987517,-0.304608490013388
4,0,2,4,2,1,3,2,2,6,1,3,5,2,0.347218344052625,-0.286682268593665,1.09802212461543,-0.803811573901113,0.320196700551124,-0.422226443611693,0.0141535875361788,-0.475930776664268
3,0,1,4,3,1,2,1,3,9,1,3,5,2,-0.125512369456986,-0.435826910082682,2.6674260773836,0.685279852857202,-0.826510479544529,-0.422226443611693,-0.822602843243485,1.56251656538113
4,0,3,5,2,2,3,2,3,9,4,2,6,2,-0.369001523585027,0.969114954413947,-0.703886117451731,-0.406720526765562,-0.862345078922518,-0.422226443611693,1.26928823370567,-1.41512244543976
4,0,2,3,2,1,1,2,3,9,1,1,1,1,0.527406581076793,1.9806717801917,0.0808158589323542,-1.20090262103666,0.46353509806308,-0.422226443611693,-0.404224627853653,-0.467216304375165
1,0,1,4,5,2,2,3,3,9,1,2,1,1,0.317963049681055,-1.23954898274596,0.226131039744222,-0.00962947963001139,1.50273848002477,-0.422226443611693,-0.404224627853653,1.00898834099426
1,0,3,5,2,1,2,2,3,9,4,1,1,2,-0.767214879833739,1.84005251105882,-0.762012189776478,0.387461567505539,-1.54320246710431,-0.422226443611693,-0.822602843243485,0.151963606665649
1,1,2,1,2,1,2,2,3,9,2,1,1,2,-0.580775167260806,-0.00899871185092655,0.168004967419475,-0.605266050333337,-1.11318727456844,-0.422226443611693,-0.822602843243485,0.14151873561185
1,0,3,3,1,2,2,2,3,9,1,1,1,1,-0.128862279733379,-0.310415061909397,-0.907327370588345,-0.108902241413899,-0.862345078922518,-0.422226443611693,-0.404224627853653,0.403419272468014
3,0,3,5,2,2,2,2,2,4,3,2,6,1,0.548372575709745,0.439455623979215,-0.558570936639863,-1.00235709746889,1.68191147691471,-0.422226443611693,-0.404224627853653,-0.271562028855963
2,0,3,5,2,2,2,3,3,9,4,1,1,1,-0.818392693504744,1.33402722445307,-0.936390406750719,0.78455261464109,0.212692902417156,-0.422226443611693,-0.822602843243485,-0.486364026379225
2,0,3,3,5,1,2,3,3,9,1,2,1,2,-0.407014962723108,-1.23954898274596,-0.558570936639863,1.97582575604774,-1.65070626523828,-0.422226443611693,0.0141535875361788,0.339797502556401
3,0,3,4,5,2,2,1,3,7,1,1,1,2,-0.434613107236169,-1.23954898274596,-0.732949153614104,1.87655299426385,0.714377293709004,-0.422226443611693,0.432531802926011,0.81373008944629
1,0,3,3,2,1,3,1,3,8,3,2,4,1,0.566965904521922,1.96009897045199,0.197068003581848,0.685279852857202,-0.288991488874692,1.774649851432,-0.404224627853653,-1.47509631633206
5,0,3,4,5,1,1,2,3,8,1,4,5,2,-0.0881838527735358,-1.23954898274596,0.226131039744222,1.28091642356053,-0.503999085142627,-0.422226443611693,1.26928823370567,-0.332088174960993
2,0,3,3,2,1,1,2,1,2,2,4,1,2,-0.339189378240191,-0.376313886067643,-0.61669700896461,0.288188805721652,-0.826510479544529,0.676211703910153,1.68766644909551,-0.390056297778018
4,0,3,4,1,2,2,3,3,8,3,1,6,2,-0.106754459749591,-0.563279580982147,-0.674823081289357,0.78455261464109,1.35940008251281,-0.422226443611693,-0.404224627853653,-0.337654951170813
4,0,2,2,5,1,2,2,3,7,2,3,1,2,-0.70447813756243,-1.23954898274596,-0.297003611178501,0.486734329289427,-0.575668283898605,-0.422226443611693,-0.822602843243485,-0.12285295364755
1,0,3,4,2,1,1,2,3,9,1,2,6,2,-0.77775174394469,-0.0709146400435642,-0.762012189776478,-0.108902241413899,1.68191147691471,-0.422226443611693,-0.822602843243485,-0.750139726153991
4,0,3,4,2,1,2,2,3,9,2,4,4,2,0.892977339545359,0.702129258735859,0.720202654504572,-1.20090262103666,1.00105408873292,-0.422226443611693,-0.404224627853653,0.455460116607388
3,0,3,3,5,1,2,3,3,7,1,1,6,2,-0.0510427974599268,-1.23954898274596,-0.558570936639863,0.0896432821538763,1.46690388064678,0.676211703910153,-0.404224627853653,-0.271562028855963
3,0,3,5,5,2,2,3,3,9,4,2,6,1,-0.844888418325012,-1.23954898274596,-0.849201298263598,0.586007091073315,-1.54320246710431,-0.422226443611693,-0.822602843243485,0.865293852841423
4,1,3,4,5,1,2,1,1,2,1,2,1,1,-0.873325294342642,-1.23954898274596,-0.791075225938851,0.0896432821538763,-0.468164485764638,3.97152614647569,-0.822602843243485,-0.403747873485663
3,0,3,4,2,2,3,3,1,2,1,1,5,3,0.743151911937766,0.972340770981134,0.516761401367957,-1.30017538282055,-1.39986406959236,-0.422226443611693,-0.404224627853653,-0.984991121816335
3,0,1,5,2,2,2,2,3,9,1,3,5,2,1.12904956873578,0.0452476728707464,3.04524554749445,1.57873470891219,-1.18485647332442,-0.422226443611693,1.68766644909551,1.77731856290439
4,1,3,4,5,1,2,3,3,8,1,1,1,3,0.755787066831294,-1.23954898274596,-0.732949153614104,0.387461567505539,-1.65070626523828,2.87308799895384,-0.404224627853653,-0.370701412328238
2,0,3,5,2,2,1,2,3,8,4,4,6,3,-0.759340020121958,-0.0898745414996829,-0.674823081289357,-1.00235709746889,-1.65070626523828,-0.422226443611693,-0.822602843243485,-0.659543465627378
3,1,2,1,2,2,3,1,3,8,2,2,1,2,-0.664943637404168,-0.22516133834803,-0.151688430366634,0.983098138208865,-0.181487690740724,-0.422226443611693,-0.822602843243485,-1.17815496782996
2,0,3,3,2,1,3,3,3,8,4,2,1,2,-0.770134979031354,-0.201527294519049,-0.674823081289357,1.18164366177664,-0.073983892606757,-0.422226443611693,-0.822602843243485,-1.18266082527006
2,1,2,3,4,1,2,1,3,9,2,3,1,2,-0.747729951708453,-0.470092981985147,-0.442318791990369,0.387461567505539,-1.07735267519045,-0.422226443611693,-0.822602843243485,-0.205469106541113
2,0,3,4,2,1,1,1,2,6,4,1,1,2,0.958424741662793,0.282641439019233,-0.907327370588345,-0.704538812117225,-1.61487166586029,-0.422226443611693,-0.404224627853653,-0.615500388323735
1,0,2,3,2,2,2,2,3,9,1,3,6,1,-0.196837775998554,-0.091224117818608,-0.267940575016128,-1.20090262103666,-0.288991488874692,-0.422226443611693,0.850910018315843,-0.106329723068837
1,0,3,5,5,2,2,2,2,5,3,2,1,3,-0.809248381876265,-1.23954898274596,-0.791075225938851,1.18164366177664,0.105189104283189,-0.422226443611693,-0.822602843243485,-0.403747873485663
5,0,1,5,2,1,3,2,3,7,2,1,4,1,0.481635724928745,0.832050666804089,1.38865248623916,1.38018918534442,-0.754841280788551,-0.422226443611693,1.68766644909551,-0.694824111965164
4,1,2,1,2,2,2,1,3,7,2,1,4,2,0.431835437763394,-0.444154783465318,1.27240034158967,-1.30017538282055,-0.288991488874692,-0.422226443611693,0.850910018315843,0.769401497602927
5,0,2,3,5,1,2,3,3,8,2,2,1,2,-0.700814458669608,-1.23954898274596,-0.180751466529007,-0.903084335685,-1.61487166586029,-0.422226443611693,-0.822602843243485,1.12337210863355
4,0,3,3,5,1,2,2,3,9,1,2,1,2,1.65223185177082,-1.23954898274596,-0.732949153614104,0.486734329289427,0.642708094953026,0.676211703910153,-0.404224627853653,-0.370701412328238
1,0,3,3,2,1,2,3,3,9,1,1,1,2,-0.113203868119105,0.0821470644198941,-0.936390406750719,-1.39944814460444,1.82524987442667,-0.422226443611693,-0.404224627853653,-0.323627485724221
3,0,3,4,5,1,2,2,3,8,2,4,5,2,-0.0214870183360369,-1.23954898274596,0.313320148231342,-0.307447764981674,-1.47153326834833,-0.422226443611693,0.0141535875361788,0.224134888505413
4,1,3,2,2,1,2,2,3,8,2,1,1,1,-0.410905674559311,1.9576631497788,-0.849201298263598,-1.00235709746889,1.14439248624487,-0.422226443611693,1.26928823370567,-0.436794334643088
1,0,3,5,2,1,2,2,2,4,4,3,5,2,-0.54197290167077,-0.459033039469077,0.371446220556089,-1.30017538282055,-1.29236027145839,-0.422226443611693,-0.822602843243485,0.257181349662838
4,0,3,3,5,1,2,1,3,9,1,4,1,2,0.510586373707537,-1.23954898274596,-0.849201298263598,1.08237089999275,0.857715691220961,-0.422226443611693,-0.404224627853653,-0.436794334643088
3,0,3,3,2,1,1,2,3,9,2,2,1,2,-0.415928353600619,-0.147675907744378,-0.820138262101225,1.18164366177664,-1.11318727456844,-0.422226443611693,0.0141535875361788,-0.679673104704956
3,0,2,4,5,1,2,3,2,5,2,1,1,2,0.0958463466210984,-1.23954898274596,-0.297003611178501,0.288188805721652,1.50273848002477,0.676211703910153,-0.404224627853653,-0.12285295364755
4,0,3,5,5,1,2,2,2,6,1,2,1,2,-0.796047820882543,-1.23954898274596,-0.732949153614104,0.883825376424978,0.89355029059895,-0.422226443611693,-0.822602843243485,-0.370701412328238
3,0,3,4,2,2,1,1,3,8,1,1,5,2,1.96470120286902,0.742945713259448,0.54582443753033,0.78455261464109,-0.719006681410561,0.676211703910153,-0.404224627853653,-0.509417475204085
1,0,2,5,2,2,2,2,3,9,4,2,1,3,-0.0954177085902255,-0.348433614308385,-0.00637324955476632,0.883825376424978,-0.754841280788551,-0.422226443611693,2.10604466448534,0.451800671980705
2,1,3,2,1,2,2,1,3,7,1,3,1,1,0.073484615383547,-0.381843857325678,-0.558570936639863,-1.20090262103666,0.535204296819058,-0.422226443611693,-0.404224627853653,0.309122279892308
3,0,1,5,2,1,2,3,3,9,4,2,6,3,-0.539625803719037,0.943835085805789,0.400509256718463,-1.49872090638833,0.929384889976939,-0.422226443611693,-0.822602843243485,0.273704580241551
5,0,3,2,2,1,1,2,3,8,4,4,1,2,-0.760681299913292,0.933927220635144,-0.703886117451731,1.77728023247997,-1.04151807581246,0.676211703910153,-0.822602843243485,-0.523011890873587
5,0,3,4,2,2,2,2,3,9,1,2,1,1,-0.359785881682861,0.72780412529102,-0.645760045126984,-0.903084335685,1.61024227815873,0.676211703910153,0.0141535875361788,-0.3211317205921
2,0,3,4,2,1,2,2,3,8,2,1,1,2,1.37851048860903,0.245182467045165,-0.587633972802237,0.685279852857202,-0.969848877056485,-0.422226443611693,-0.404224627853653,-0.288085259434675
1,0,2,3,2,1,1,1,3,9,1,3,5,2,0.360205334399001,1.34225634834895,1.06895908845305,-0.406720526765562,-1.04151807581246,-0.422226443611693,0.432531802926011,0.41143710125954
2,0,3,3,5,1,2,3,2,6,1,1,6,2,-0.83865422927893,-1.23954898274596,-0.878264334425972,1.57873470891219,1.82524987442667,0.676211703910153,-0.822602843243485,0.0671641980076443
4,0,3,4,2,2,2,2,3,9,2,3,6,2,-0.764154921731997,1.3775428316145,-0.674823081289357,-0.803811573901113,-1.11318727456844,2.87308799895384,-0.822602843243485,0.027919594230628
1,0,3,5,2,2,2,2,2,4,1,3,5,2,0.0052772880152741,0.24123248757514,0.226131039744222,-0.108902241413899,1.25189628437884,-0.422226443611693,0.0141535875361788,0.653819998844721
1,0,2,4,2,2,2,1,3,9,4,2,6,2,-0.285553460127032,-0.387044663627877,-0.413255755827996,-0.50599328854945,-1.32819487083638,-0.422226443611693,2.10604466448534,0.463721731896745
4,0,3,3,3,2,2,2,3,9,4,1,1,3,-0.753533114999677,-0.791555477853993,-0.558570936639863,-0.803811573901113,0.571038896197048,-0.422226443611693,-0.822602843243485,-0.271562028855963
3,0,3,1,5,2,2,2,3,9,3,1,1,1,2.04293146978895,-1.23954898274596,-0.820138262101225,-0.406720526765562,-1.18485647332442,-0.422226443611693,-0.404224627853653,-0.420271104064375
2,0,3,3,2,2,2,2,3,9,2,1,6,2,-0.75799197156054,1.30693694858781,-0.674823081289357,-0.108902241413899,-0.826510479544529,-0.422226443611693,-0.822602843243485,-0.163473260948511
2,0,3,5,2,2,2,3,3,9,4,2,5,2,-0.57227617172938,1.93501660081733,0.255194075906595,-1.39944814460444,-1.11318727456844,-0.422226443611693,-0.822602843243485,0.191088427347988
2,0,2,2,5,2,2,2,3,9,1,3,5,3,-0.410783221500592,-1.23954898274596,1.21427426926492,-1.30017538282055,-0.253156889496703,0.676211703910153,-0.822602843243485,1.73989508075497
3,0,2,1,2,2,3,2,3,9,3,2,1,2,-0.272636607500328,1.74854465333658,-0.500444864315116,1.57873470891219,-0.683172082032572,-0.422226443611693,1.68766644909551,-1.27985427820409
2,0,3,5,5,1,2,1,2,6,1,2,1,3,-0.816887759470792,-1.23954898274596,-0.820138262101225,-0.406720526765562,0.499369697441069,-0.422226443611693,-0.822602843243485,-0.250972975121502
3,0,2,2,2,1,3,1,3,9,2,4,6,2,-0.697904240613031,1.34419842158838,-0.413255755827996,-0.903084335685,-0.288991488874692,-0.422226443611693,-0.822602843243485,-1.07326340373141
2,0,3,1,2,1,1,2,1,2,2,3,1,2,-0.756274042344043,1.50887964899283,-0.703886117451731,1.28091642356053,-1.18485647332442,-0.422226443611693,-0.822602843243485,-0.817781522333931
3,1,1,4,2,2,2,2,3,8,2,2,1,2,-0.530057692683258,0.697323450380662,0.487698365205583,-0.903084335685,0.929384889976939,-0.422226443611693,-0.822602843243485,0.323274271977688
1,0,2,4,2,2,1,2,3,8,2,3,1,2,-0.16365549425956,0.864967162387629,-0.180751466529007,0.486734329289427,0.535204296819058,-0.422226443611693,1.26928823370567,-0.731393725193376
4,0,2,3,5,2,2,2,3,9,4,4,1,2,-0.642394790890679,-1.23954898274596,0.0808158589323542,-1.00235709746889,-0.468164485764638,-0.422226443611693,-0.822602843243485,0.091949043875713
2,0,3,5,5,2,2,2,3,7,4,1,1,2,-0.408048540874657,-1.23954898274596,-0.703886117451731,-1.39944814460444,1.10855788686688,-0.422226443611693,0.432531802926011,-0.354178181749525
4,0,2,4,5,1,2,3,3,9,1,1,1,2,-0.361433503916771,-1.23954898274596,-0.471381828152743,0.486734329289427,1.46690388064678,-0.422226443611693,2.52442287987517,-0.221992337119825
1,0,3,3,2,1,3,3,3,9,1,1,6,3,-0.42691060709112,0.809766199294033,-0.820138262101225,-0.108902241413899,-1.11318727456844,-0.422226443611693,0.850910018315843,-1.08997682013642
3,0,2,3,5,2,2,3,2,5,1,2,1,2,-0.739817067803445,-1.23954898274596,-0.384192719665622,-0.50599328854945,1.18022708562286,-0.422226443611693,-0.822602843243485,1.05067677188194
2,0,2,2,2,1,2,2,2,5,4,2,6,3,1.13544320679435,0.686592672820428,0.138941931257101,-0.108902241413899,0.965219489354928,-0.422226443611693,-0.404224627853653,0.124995505033138
5,0,3,4,3,1,3,2,3,8,2,4,6,2,-0.445688299456177,-0.473088383083249,-0.820138262101225,1.4794619471283,-0.934014277678496,-0.422226443611693,1.68766644909551,-1.0865489141629
2,0,3,3,2,1,2,2,3,8,1,1,5,1,-0.558512442457104,0.633432532453012,0.313320148231342,1.38018918534442,1.21606168500085,-0.422226443611693,-0.822602843243485,0.224134888505413
2,0,3,5,5,2,2,2,3,9,2,1,1,1,-0.216852489622402,-1.23954898274596,-0.936390406750719,-0.307447764981674,0.965219489354928,0.676211703910153,-0.404224627853653,-0.486364026379225
2,0,3,1,2,2,3,2,3,8,3,2,5,2,0.172403343973293,2.03376608756795,0.691139618342198,-0.903084335685,-1.50736786772632,3.97152614647569,0.850910018315843,-0.709257504994319
4,0,3,4,5,1,1,1,3,9,1,4,5,2,0.0329331906233554,-1.23954898274596,0.574887473692704,-1.10162985925278,0.786046492464982,-0.422226443611693,0.432531802926011,-0.210036533669154
1,0,2,2,2,2,2,2,2,6,2,1,1,2,-0.714566764951052,1.66520008651906,-0.471381828152743,-1.20090262103666,-0.754841280788551,0.676211703910153,-0.822602843243485,-0.018864404754168
5,0,2,5,5,2,2,3,3,7,1,2,2,2,9.63817315693168,-1.23954898274596,4.32401913863889,-1.39944814460444,-0.503999085142627,-0.422226443611693,-0.404224627853653,4.50365160839196
3,1,3,4,2,2,1,2,3,7,2,4,1,2,-0.0615381496592723,0.893472847562974,-0.849201298263598,0.78455261464109,-1.04151807581246,-0.422226443611693,-0.404224627853653,-0.570109948278928
4,0,3,4,2,1,3,2,2,6,1,3,6,1,1.21375446521821,0.637645843887705,-0.732949153614104,0.883825376424978,1.75358067567069,-0.422226443611693,-0.404224627853653,-1.02685086073938
1,0,2,4,2,1,2,2,3,9,1,2,1,2,0.546969834414869,-0.316405864105601,0.168004967419475,-0.803811573901113,1.82524987442667,-0.422226443611693,-0.404224627853653,0.14151873561185
3,0,1,2,2,2,1,2,3,9,3,1,6,2,-0.575110655038006,0.23053462651049,0.226131039744222,-1.30017538282055,-1.68654086461627,-0.422226443611693,-0.822602843243485,0.00946006478017121
1,0,2,5,2,1,2,2,3,7,1,1,1,2,-0.683132684147453,-0.540205117578086,-0.297003611178501,0.387461567505539,0.105189104283189,-0.422226443611693,-0.822602843243485,-0.12285295364755
3,1,2,1,2,2,2,2,3,9,1,2,6,2,-0.651567068594819,-0.209986833884018,-0.0354362857171398,0.883825376424978,1.68191147691471,3.97152614647569,-0.822602843243485,0.0258561215608629
2,1,3,5,2,1,2,3,3,9,2,3,1,2,-0.350685770524725,1.21121577943088,-0.645760045126984,0.983098138208865,-0.683172082032572,-0.422226443611693,0.0141535875361788,-0.3211317205921
2,0,3,2,2,2,3,2,3,9,2,2,1,2,-0.424284659185609,0.816876162340078,-0.878264334425972,0.486734329289427,0.535204296819058,-0.422226443611693,0.850910018315843,-1.10832293137832
3,0,2,5,5,2,2,3,3,8,1,2,5,3,2.08591037564798,-1.23954898274596,1.06895908845305,-0.605266050333337,-0.181487690740724,-0.422226443611693,-0.404224627853653,3.24551354471207
1,0,3,4,3,2,1,1,3,9,3,2,1,2,-0.467490188438713,-0.559922098432626,-0.878264334425972,0.188916043937764,-1.36402947021437,-0.422226443611693,1.68766644909551,-0.857236859262941
2,1,2,3,2,1,1,1,3,9,2,4,1,2,2.87947098614602,-0.126773933048831,-0.12262539420426,1.67800747069608,0.391865899307102,-0.422226443611693,-0.404224627853653,-0.132044978281435
4,0,3,3,5,1,2,3,3,9,1,2,1,2,-0.0717919127412448,-1.23954898274596,-0.674823081289357,-0.605266050333337,1.7177460762927,-0.422226443611693,-0.404224627853653,-0.323192263830777
4,0,3,5,5,2,2,3,3,9,3,3,4,2,1.56638944446816,-1.23954898274596,0.516761401367957,-0.208175003197787,0.248527501795145,-0.422226443611693,-0.404224627853653,1.6043246760933
2,0,2,4,1,1,2,2,3,9,1,1,5,3,-0.439137183286563,-0.594747750760011,0.981769979965933,1.08237089999275,-0.145653091362735,-0.422226443611693,-0.822602843243485,2.04103797009798
2,0,3,4,3,1,1,2,3,9,1,2,6,2,-0.419408709987529,-0.504260304400861,-0.762012189776478,-0.605266050333337,-0.396495287008659,0.676211703910153,2.52442287987517,-0.434725151131754
3,1,1,4,2,2,2,3,3,9,2,2,4,2,-0.293287155296162,0.960556665562227,1.76647195635002,1.77728023247997,-0.862345078922518,-0.422226443611693,-0.822602843243485,1.05029641744104
5,0,3,2,2,1,3,2,3,9,1,3,1,2,-0.41029779991369,2.03327234013419,-0.849201298263598,0.0896432821538763,-0.826510479544529,0.676211703910153,0.850910018315843,-1.32888744687398
4,0,3,4,2,1,2,2,3,9,2,4,1,1,-0.316805201110184,-0.207156015263834,-0.558570936639863,1.28091642356053,-0.0381492932287678,-0.422226443611693,0.0141535875361788,0.0935639659127014
5,0,2,3,3,2,2,1,2,5,1,2,5,2,0.836942137235321,-0.734609940494469,0.807391762991692,-0.307447764981674,-0.0381492932287678,-0.422226443611693,-0.404224627853653,0.868891917108847
